Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7843,SpongeBob's_Surf_&_Skate_Roadtrip,X360,2011,Action,THQ,0.15,0.03,0,0.01,0.19
7844,Frequency,PS2,2001,Misc,Sony_Computer_Entertainment,0.09,0.07,0,0.02,0.19
7845,Death_Jr.,PSP,2005,Platform,Konami_Digital_Entertainment,0.17,0,0,0.01,0.19
7846,Cars:_Race-O-Rama,PS3,2009,Racing,THQ,0.14,0.03,0,0.02,0.19
7847,Inazuma_Eleven_Strikers_2012_Xtreme,Wii,2011,Role-Playing,Level_5,0,0,0.19,0,0.19
7848,The_Polar_Express,GBA,2004,Adventure,THQ,0.14,0.05,0,0,0.19
7849,2002_FIFA_World_Cup,XB,2002,Sports,Electronic_Arts,0.14,0.04,0,0.01,0.19
7850,Kan_Colle_Kai,PSV,2016,Action,Kadokawa_Games,0,0,0.19,0,0.19
7851,SpongeBob_SquigglePants_3D,3DS,2011,Misc,THQ,0.13,0.05,0,0.02,0.19
7852,Jampack:_Summer_2003_(RP-T),PS2,2003,Misc,Sony_Computer_Entertainment,0.09,0.07,0,0.02,0.19
7853,Need_for_Speed:_Shift_2_Unleashed,PC,2011,Racing,Electronic_Arts,0.05,0.11,0,0.03,0.19
7854,Monster_4x4:_Stunt_Racer,Wii,2009,Racing,Ubisoft,0.18,0,0,0.01,0.19
7855,Frogger's_Adventures_2:_The_Lost_Wand,GBA,2002,Adventure,Konami_Digital_Entertainment,0.14,0.05,0,0,0.19
7856,Sudeki,XB,2004,Role-Playing,Microsoft_Game_Studios,0.14,0.04,0,0.01,0.19
7857,Rango:_The_Video_Game,PS3,2011,Action,Electronic_Arts,0.07,0.09,0,0.04,0.19
7858,The_Amazing_Spider-Man_(Console_Version),3DS,2012,Action,Activision,0.15,0.03,0,0.01,0.19
7859,"Boku_no_Natsuyasumi_4:_Seitouchi_Shounen_Tanteidan,_Boku_to_Himitsu_no_Chizu",PSP,2009,Adventure,Sony_Computer_Entertainment,0,0,0.19,0,0.19
7860,Hyperdevotion_Noire:_Goddess_Black_Heart,PSV,2014,Role-Playing,Idea_Factory,0.08,0.02,0.06,0.03,0.19
7861,Hexen,N64,1996,Shooter,GT_Interactive,0.15,0.04,0,0,0.19
7862,Mace:_The_Dark_Age,N64,1997,Fighting,GT_Interactive,0.15,0.04,0,0,0.19
7863,AeroFighters_Assault,N64,1997,Action,Video_System,0.15,0.04,0,0,0.19
7864,Puyo_Puyo_Sun_64,N64,1997,Puzzle,Compile,0,0,0.16,0.03,0.19
7865,Chou-Kuukan_Night_Pro_Yakyuu_King_(weekly_JP_sales),N64,1996,Sports,Imagineer,0,0,0.19,0,0.19
7866,Quake,N64,1998,Shooter,GT_Interactive,0.15,0.04,0,0,0.19
7867,Sesame_Street:_Elmo's_Number_Journey,N64,1999,Misc,NewKidCo,0.15,0.04,0,0,0.19
7868,Disney_Magic_World_2,3DS,2015,Action,Nintendo,0,0,0.19,0,0.19
7869,Squeeballs_Party,Wii,2009,Puzzle,Performance_Designed_Products,0.18,0,0,0.01,0.19
7870,Tottadoo!_Yoiko_no_Mujintou_Seikatsu,DS,2008,Adventure,Namco_Bandai_Games,0,0,0.19,0,0.19
7871,Where's_Waldo?_The_Fantastic_Journey,Wii,2009,Adventure,Ubisoft,0.18,0,0,0.01,0.19
7872,Family_Game_Night_4:_The_Game_Show,Wii,2011,Misc,Electronic_Arts,0.13,0.04,0,0.01,0.19
7873,Teenage_Mutant_Ninja_Turtles_2:_Battle_Nexus,GC,2004,Action,Konami_Digital_Entertainment,0.15,0.04,0,0.01,0.19
7874,Saints_Row_IV,PC,2013,Action,Deep_Silver,0.11,0.06,0,0.02,0.19
7875,Fighter_Within,XOne,2013,Fighting,Ubisoft,0.11,0.07,0,0.02,0.19
7876,Barbie_Horse_Adventures:_Riding_Camp,PS2,2008,Sports,Activision,0.09,0.07,0,0.02,0.19
7877,SSX_Tricky,GBA,2002,Sports,Electronic_Arts,0.14,0.05,0,0,0.19
7878,Kenka_Banchou_4:_Ichinen_Sensou,PSP,2010,Action,Spike,0,0,0.19,0,0.19
7879,Warhammer:_Shadow_of_the_Horned_Rat,PS,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19
7880,Shadows_of_the_Damned,X360,2011,Action,Electronic_Arts,0.1,0.06,0.01,0.02,0.19
7881,NBA_2K11,PC,2010,Action,Take-Two_Interactive,0.18,0,0,0.01,0.19
7882,Pro_Yakyuu_Team_o_Tsukurou!,DS,2008,Sports,Sega,0,0,0.19,0,0.19
7883,Warriors:_Legends_of_Troy,PS3,2011,Action,Tecmo_Koei,0.06,0.05,0.07,0.02,0.19
7884,Jeopardy!,DS,2010,Misc,THQ,0.18,0,0,0.01,0.19
7885,ESPN_International_Track_&_Field,PS2,2000,Sports,Konami_Digital_Entertainment,0.09,0.07,0,0.02,0.19
7886,Lunar_Legend,GBA,2002,Role-Playing,Media_Rings,0.14,0.05,0,0,0.19
7887,Conflict:_Global_Terror,PS2,2005,Shooter,Eidos_Interactive,0.09,0.07,0,0.02,0.19
7888,Valhalla_Knights_3,PSV,2013,Role-Playing,Xseed_Games,0.04,0.01,0.12,0.01,0.19
7889,Tamagotchi_Party_On!,Wii,2006,Misc,Namco_Bandai_Games,0.12,0,0.06,0.01,0.19
7890,Hisshou_Pachinko*Pachi-Slot_Kouryaku_Series_Vol._5:_CR_Shinseiki_Evangelion_*_Pachi-Slot_Shinseiki_Evangelion,PS2,2006,Misc,D3Publisher,0,0,0.19,0,0.19
7891,Brunswick_Pro_Bowling,PS3,2010,Sports,505_Games,0.1,0.06,0,0.03,0.19
7892,Shaun_White_Skateboarding,PS3,2010,Sports,Ubisoft,0.11,0.05,0,0.03,0.19
7893,Hulk,GC,2003,Action,Universal_Interactive,0.15,0.04,0,0.01,0.19
7894,The_Heavy_Rain_and_Beyond:_Two_Souls_Collection,PS4,2016,Action,Sony_Computer_Entertainment,0,0.16,0,0.03,0.19
7895,Cabela's_Survival:_Shadows_of_Katmai,PS3,2011,Sports,Activision,0.11,0.05,0,0.03,0.19
7896,Shaun_White_Skateboarding,Wii,2010,Sports,Ubisoft,0.14,0.03,0,0.01,0.19
7897,Boogie,PS2,2007,Misc,Electronic_Arts,0.09,0.07,0,0.02,0.19
7898,Gungrave,PS2,2002,Shooter,Activision,0.09,0.07,0,0.02,0.19
7899,Phantasy_Star_Universe,PS2,2006,Role-Playing,Sega,0,0,0.19,0,0.19
7900,Transworld_Surf,PS2,2002,Sports,Atari,0.09,0.07,0,0.02,0.19
7901,God_Eater_Resurrection,PSV,2015,Action,Namco_Bandai_Games,0,0,0.19,0,0.19
7902,Tenchu:_Fatal_Shadows,PS2,2004,Action,Sega,0.09,0.07,0,0.02,0.19
7903,Active_Health_with_Carol_Vorderman,DS,2009,Sports,Nintendo,0,0.18,0,0.01,0.19
7904,Escape_The_Museum,DS,2010,Adventure,Astragon,0.05,0.12,0,0.02,0.19
7905,The_Legend_of_Spyro:_A_New_Beginning,GC,2006,Platform,Vivendi_Games,0.15,0.04,0,0.01,0.19
7906,International_Soccer,2600,1981,Sports,Mattel_Interactive,0.18,0.01,0,0,0.19
7907,Sing4:_The_Hits_Edition,Wii,2011,Misc,Crave_Entertainment,0.18,0,0,0.01,0.19
7908,Jewel_Master:_Cradle_of_Athena,DS,2010,Puzzle,Storm_City_Games,0.18,0,0,0.01,0.19
7909,Princess_Maker:_Yumemiru_Yosei,PS,1997,Strategy,Sony_Computer_Entertainment,0,0,0.18,0.01,0.19
7910,Pet_Zombies,3DS,N/A,Simulation,Majesco_Entertainment,0.18,0,0,0.01,0.19
7911,Big_Air,PS,1999,Sports,Accolade,0.1,0.07,0,0.01,0.19
7912,Shining_Force_II,GEN,1993,Strategy,Sega,0,0,0.19,0,0.19
7913,Gallop_Racer,PS,1999,Sports,Tecmo_Koei,0,0,0.18,0.01,0.19
7914,Harry_Potter_and_the_Prisoner_of_Azkaban,XB,2004,Action,Electronic_Arts,0.14,0.04,0,0.01,0.19
7915,NASCAR_Unleashed,3DS,2011,Racing,Activision,0.18,0,0,0.01,0.19
7916,3rd_Super_Robot_Wars_Z_Jigoku_Hen,PSV,2014,Role-Playing,Namco_Bandai_Games,0,0,0.19,0,0.19
7917,Sudoku_Gridmaster_(JP_sales),DS,2006,Puzzle,Nintendo,0,0,0.19,0,0.19
7918,Dynasty_Warriors_Gundam,X360,2007,Action,Namco_Bandai_Games,0.15,0.01,0.02,0.01,0.19
7919,Taiko_no_Tatsujin:_Wii_U_Version!,WiiU,2013,Misc,Namco_Bandai_Games,0,0,0.19,0,0.19
7920,Monsters_vs._Aliens,PS2,2009,Action,Activision,0.11,0,0,0.08,0.19
7921,CSI:_Fatal_Conspiracy,PS3,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,0.19
7922,College_Slam,PS,1995,Sports,Acclaim_Entertainment,0.1,0.07,0,0.01,0.19
7923,Arcania:_Gothic_4,PC,2010,Role-Playing,JoWood_Productions,0.09,0.08,0,0.02,0.19
7924,Mushroom_Men:_The_Spore_Wars,Wii,2008,Action,SouthPeak_Games,0.17,0.01,0,0.01,0.19
7925,Zumba_Fitness_Rush,X360,2012,Sports,505_Games,0,0.16,0,0.02,0.19
7926,Pro_Yaky?_Spirits_4,PS2,2007,Sports,Konami_Digital_Entertainment,0,0,0.19,0,0.19
7927,Pictionary,DS,2010,Puzzle,THQ,0.1,0.07,0,0.02,0.19
7928,SoulCalibur_Legends,Wii,2007,Action,Namco_Bandai_Games,0.16,0.01,0,0.01,0.19
7929,Daigasso!_Band_Brothers,DS,2004,Misc,Nintendo,0,0,0.19,0,0.19
7930,Rise_of_the_Kasai,PS2,2005,Action,Sony_Computer_Entertainment,0.09,0.07,0,0.02,0.19
7931,Thoroughbred_Breeder,SNES,1993,Simulation,Hect,0,0,0.19,0,0.19
7932,F1_2011,PC,2011,Racing,Codemasters,0,0.15,0,0.04,0.19
7933,Momotarou_Dentetsu_World,DS,2010,Misc,Hudson_Soft,0,0,0.19,0,0.19
7934,Nobunaga_no_Yabou:_Souzou,PS3,2013,Strategy,Tecmo_Koei,0,0,0.19,0,0.19
7935,Doctor_Who:_Return_to_Earth,Wii,2010,Adventure,Asylum_Entertainment,0,0.16,0,0.02,0.19
7936,The_Munchables,Wii,2009,Action,Namco_Bandai_Games,0.17,0,0,0.01,0.19
7937,We_Dance,Wii,2011,Misc,Nordic_Games,0,0.17,0,0.02,0.19
7938,Chibi-Robo!_Park_Patrol,DS,2007,Adventure,Unknown,0,0,0.19,0,0.19
7939,Bolt,PS3,2008,Adventure,Disney_Interactive_Studios,0.12,0.05,0,0.02,0.19
7940,Singstar:_Ultimate_Party,PS4,2014,Misc,Sony_Computer_Entertainment_Europe,0,0.16,0,0.03,0.19
7941,Mathews_Bowhunting,Wii,2010,Sports,Zoo_Games,0.18,0,0,0.01,0.19
7942,3rd_Super_Robot_Wars_Z:_Tengoku-Hen,PSV,2015,Action,Namco_Bandai_Games,0,0,0.19,0,0.19
7943,One_Piece:_Unlimited_Adventure,Wii,2007,Adventure,Namco_Bandai_Games,0.07,0,0.11,0.01,0.19
7944,Remington_Super_Slam_Hunting:_North_America,Wii,2010,Sports,Mastiff,0.18,0,0,0.01,0.19
7945,Crash_&_Spyro_Superpack,GBA,2005,Platform,Vivendi_Games,0.13,0.05,0,0,0.19
7946,Earth_Defense_Force:_Insect_Armageddon,X360,2011,Shooter,D3Publisher,0.1,0.05,0.03,0.01,0.19
7947,Face_Training,DS,2007,Misc,Nintendo,0,0,0.19,0,0.19
7948,Star_Trek:_Legacy,X360,N/A,Simulation,Ubisoft,0.14,0.03,0,0.02,0.19
7949,ThunderStrike_2,PS,1994,Simulation,Core_Design_Ltd.,0.1,0.07,0,0.01,0.19
7950,Disney's_Meet_the_Robinsons,Wii,2007,Action,Disney_Interactive_Studios,0.17,0,0,0.01,0.19
7951,Call_of_Duty:_World_at_War,PC,2008,Shooter,Activision,0.02,0.13,0,0.03,0.19
7952,Pro_Yaky?_Spirits_2012,PS3,2012,Sports,Konami_Digital_Entertainment,0,0,0.19,0,0.19
7953,Kuma-Tomo,3DS,2013,Misc,Namco_Bandai_Games,0,0,0.19,0,0.19
7954,Super_Real_Mahjong_P_V,SAT,1995,Misc,Seta_Corporation,0,0,0.19,0,0.19
7955,Thomas_the_Tank_Engine_&_Friends,GBA,2004,Adventure,N/A,0.13,0.05,0,0,0.19
7956,Grand_Slam_Tennis_2,X360,2012,Sports,Electronic_Arts,0.1,0.07,0,0.02,0.19
7957,Penguin_no_Mondai_X:_Tenkuu_no_7_Senshi,DS,2009,Action,Konami_Digital_Entertainment,0,0,0.19,0,0.19
7958,The_Scorpion_King:_Sword_of_Osiris,GBA,2002,Action,Vivendi_Games,0.13,0.05,0,0,0.19
7959,Bubsy_3D,PS,1996,Platform,Accolade,0.1,0.07,0,0.01,0.19
7960,Reel_Fishing_Paradise_3D,3DS,2011,Sports,Marvelous_Interactive,0.12,0,0.06,0.01,0.19
7961,NCAA_Final_Four_2001,PS2,2000,Sports,Sony_Computer_Entertainment,0.09,0.07,0,0.02,0.19
7962,Farmtopia,DS,2010,Simulation,505_Games,0.18,0,0,0.01,0.19
7963,Robin_Hood:_Defender_of_the_Crown,PS2,2003,Strategy,Capcom,0.09,0.07,0,0.02,0.19
7964,SD_Gundam_GX,SNES,1994,Strategy,Namco_Bandai_Games,0,0,0.19,0,0.19
7965,R-Type_Final,PS2,2003,Shooter,Metro_3D,0.09,0.07,0,0.02,0.19
7966,Jackie_Chan_Adventures:_Legend_of_the_Dark_Hand,GBA,2001,Action,Activision,0.13,0.05,0,0,0.19
7967,MotoGP,Wii,2009,Racing,Capcom,0.05,0.11,0,0.02,0.19
7968,Sega_GT_2002,XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19
7969,Ty_the_Tasmanian_Tiger_3:_Night_of_the_Quinkan,PS2,2005,Action,Activision,0.09,0.07,0,0.02,0.19
7970,WWE_SmackDown_vs._Raw_2009,DS,2008,Fighting,THQ,0.15,0.02,0,0.01,0.19
7971,Pro_Evolution_Soccer_2014,3DS,2013,Action,Konami_Digital_Entertainment,0,0,0.19,0,0.19
7972,Samurai_Warriors_2:_Empires,PS2,2006,Action,Tecmo_Koei,0,0,0.19,0,0.19
7973,Blood_Omen_2,XB,2002,Action,Eidos_Interactive,0.14,0.04,0,0.01,0.19
7974,Jurassic:_The_Hunted,PS3,2009,Shooter,Activision,0.17,0,0,0.02,0.19
7975,J-League_Pro_Soccer_Club_o_Tsukurou!_5,PS2,2007,Sports,Sega,0,0,0.19,0,0.19
7976,Harry_Potter:_Quidditch_World_Cup,XB,2003,Sports,Electronic_Arts,0.14,0.04,0,0.01,0.19
7977,Dance_Central:_Spotlight,XOne,2014,Misc,Microsoft_Game_Studios,0.15,0.03,0,0,0.19
7978,Little_Battlers_eXperience_W,PSP,2012,Role-Playing,Level_5,0,0,0.19,0,0.19
7979,Magical_Starsign_(US_sales),DS,2006,Role-Playing,Nintendo,0.16,0.03,0,0,0.19
7980,Tekken_Tag_Tournament_2,WiiU,2012,Fighting,Namco_Bandai_Games,0.09,0.07,0.01,0.01,0.19
7981,Hot_Wheels:_Battle_Force_5,Wii,2009,Racing,Activision,0.17,0,0,0.01,0.19
7982,Dragon_Blade:_Wrath_of_Fire,Wii,2007,Action,D3Publisher,0.17,0,0,0.01,0.19
7983,La_Pucelle:_Tactics,PS2,2002,Role-Playing,Tecmo_Koei,0.09,0.07,0,0.02,0.19
7984,Phantasy_Star_Nova,PSV,2014,Role-Playing,Sega,0,0,0.19,0,0.19
7985,SBK_X:_Superbike_World_Championship,X360,2010,Racing,Black_Bean_Games,0.1,0.07,0,0.02,0.19
7986,Samurai_Warriors:_State_of_War,PSP,2005,Action,Tecmo_Koei,0.07,0,0.11,0.01,0.19
7987,Tiger_Woods_PGA_Tour_07,XB,2006,Sports,Electronic_Arts,0.13,0.05,0,0.01,0.19
7988,Call_of_Juarez,X360,2007,Shooter,Ubisoft,0.14,0.02,0,0.01,0.19
7989,Star_Wars:_The_Clone_Wars_&_Tetris_Worlds,XB,2002,Misc,Microsoft_Game_Studios,0.14,0.04,0,0.01,0.19
7990,The_Bee_Game,DS,2007,Adventure,Midway_Games,0.17,0,0,0.01,0.19
7991,EverQuest_Online_Adventures:_Frontiers,PS2,2003,Role-Playing,Sony_Online_Entertainment,0.09,0.07,0,0.02,0.19
7992,Cabela's_Survival:_Shadows_of_Katmai,X360,2011,Sports,Activision,0.14,0.03,0,0.01,0.19
7993,NBA_Ballers:_Chosen_One,X360,2008,Sports,Midway_Games,0.17,0,0,0.01,0.19
7994,WWE_All_Stars,PSP,2011,Fighting,THQ,0.12,0.04,0,0.03,0.19
7995,Treasures_of_the_Deep,PS,1997,Action,Namco_Bandai_Games,0.1,0.07,0,0.01,0.19
7996,Phantasy_Star_Online_Ver._2,DC,2001,Role-Playing,Sega,0,0,0.19,0,0.19
7997,EyePet_&_Friends,PS3,2011,Simulation,Sony_Computer_Entertainment,0.06,0.09,0,0.03,0.19
7998,The_Lord_of_the_Rings:_War_in_the_North,PC,2011,Action,Warner_Bros._Interactive_Entertainment,0.04,0.11,0,0.03,0.18
7999,Major_League_Baseball_2K10,PS3,2010,Sports,Take-Two_Interactive,0.17,0,0,0.01,0.18
8000,Fight_Club,PS2,2004,Fighting,Vivendi_Games,0.09,0.07,0,0.02,0.18
8001,Hello_Kitty:_Birthday_Adventures,DS,2010,Adventure,Namco_Bandai_Games,0.06,0.11,0,0.02,0.18
8002,Syndicate,X360,2012,Shooter,Electronic_Arts,0.1,0.06,0,0.02,0.18
8003,Dance_Dance_Revolution:_Disney_Grooves,Wii,2009,Simulation,Konami_Digital_Entertainment,0.17,0,0,0.01,0.18
8004,Pure_Futbol,X360,2010,Sports,Ubisoft,0.08,0.09,0,0.02,0.18
8005,Harvest_Moon:_A_Wonderful_Life_Special_Edition,PS2,2004,Simulation,505_Games,0.09,0.07,0,0.02,0.18
8006,Sports_Illustrated_for_Kids:_Football,GBA,2003,Sports,BAM!_Entertainment,0.13,0.05,0,0,0.18
8007,The_Last_Airbender,DS,2010,Action,THQ,0.13,0.04,0,0.01,0.18
8008,Happy_Cooking,DS,2006,Simulation,Ubisoft,0.17,0,0,0.01,0.18
8009,.hack//Quarantine_Part_4:_The_Final_Chapter,PS2,2003,Role-Playing,Atari,0.09,0.07,0,0.02,0.18
8010,Close_Combat:_First_to_Fight,XB,2005,Shooter,Take-Two_Interactive,0.14,0.04,0,0.01,0.18
8011,MotoGP_14,PS4,2014,Racing,Milestone_S.r.l.,0.04,0.11,0,0.04,0.18
8012,Indiana_Jones_and_the_Emperor's_Tomb,XB,2003,Action,LucasArts,0.14,0.04,0,0.01,0.18
8013,NBA_Live_08,Wii,2007,Sports,Electronic_Arts,0.17,0,0,0.02,0.18
8014,Buffy_the_Vampire_Slayer:_Chaos_Bleeds,PS2,2003,Action,Vivendi_Games,0.09,0.07,0,0.02,0.18
8015,Half-Minute_Hero,PSP,2009,Role-Playing,Rising_Star_Games,0.08,0.02,0.07,0.02,0.18
8016,Rock_Band_Track_Pack_Volume_2,X360,2008,Misc,MTV_Games,0.16,0.01,0,0.01,0.18
8017,Reel_Fishing_II,PS,2000,Sports,Victor_Interactive,0.1,0.07,0,0.01,0.18
8018,Ringling_Bros._and_Barnum_&_Bailey_Circus,Wii,2009,Action,Take-Two_Interactive,0.17,0,0,0.01,0.18
8019,The_Walking_Dead:_Season_One,PSV,2013,Adventure,Square_Enix,0.14,0,0.01,0.03,0.18
8020,Ty_the_Tasmanian_Tiger,XB,2002,Platform,Electronic_Arts,0.14,0.04,0,0.01,0.18
8021,Dead_or_Alive,SAT,1997,Fighting,Tecmo_Koei,0,0,0.18,0,0.18
8022,Driving_Emotion_Type-S,PS2,2000,Racing,Electronic_Arts,0.04,0.03,0.11,0.01,0.18
8023,Siren,PS2,2003,Adventure,Sony_Computer_Entertainment,0.09,0.07,0,0.02,0.18
8024,"The_Chronicles_of_Narnia:_The_Lion,_The_Witch_and_The_Wardrobe",DS,2005,Action,Disney_Interactive_Studios,0.15,0.02,0,0.01,0.18
8025,NARC,XB,2005,Shooter,Midway_Games,0.14,0.04,0,0.01,0.18
8026,Naruto_Shippuden:_Dragon_Blade_Chronicles,Wii,2009,Action,505_Games,0.11,0.02,0.05,0.01,0.18
8027,Dynasty_Warriors_8:_Empires,PS4,2014,Action,Tecmo_Koei,0.06,0.07,0.03,0.02,0.18
8028,Super_Robot_Taisen_J,GBA,2005,Strategy,Banpresto,0,0,0.18,0,0.18
8029,Evolve,PC,2015,Shooter,Take-Two_Interactive,0.07,0.1,0,0.01,0.18
8030,Nep_League_DS,DS,2007,Sports,Jaleco,0,0,0.18,0,0.18
8031,Ar_tonelico_2:_Melody_of_Metafalica,PS2,2007,Role-Playing,Nippon_Ichi_Software,0.04,0.03,0.11,0.01,0.18
8032,de_Blob_2,Wii,2011,Platform,THQ,0.11,0.06,0,0.02,0.18
8033,Lips:_Party_Classics,X360,2010,Misc,Microsoft_Game_Studios,0.05,0.11,0,0.02,0.18
8034,Casper:_Friends_Around_the_World,PS,2000,Action,TDK_Core,0.1,0.07,0,0.01,0.18
8035,Borderlands,PC,2009,Shooter,Take-Two_Interactive,0.01,0.14,0,0.04,0.18
8036,Jurassic_Park_III:_Island_Attack,GBA,2001,Adventure,Konami_Digital_Entertainment,0.13,0.05,0,0,0.18
8037,Chaotic:_Shadow_Warriors,DS,2009,Action,Activision,0.17,0,0,0.01,0.18
8038,Ghostbusters:_The_Video_Game,PSP,2009,Action,Atari,0.16,0.01,0,0.02,0.18
8039,GameBoy_Wars,GB,1991,Strategy,Nintendo,0,0,0.18,0,0.18
8040,Amplitude,PS2,2003,Misc,Sony_Computer_Entertainment,0.09,0.07,0,0.02,0.18
8041,Alone_in_the_Dark,Wii,2008,Adventure,Atari,0.09,0.08,0,0.02,0.18
8042,Company_of_Heroes:_Anthology,PC,2009,Strategy,THQ,0,0.15,0,0.04,0.18
8043,Shape_Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0,0.01,0.18
8044,Gauntlet:_Seven_Sorrows,XB,2005,Role-Playing,Midway_Games,0.14,0.04,0,0.01,0.18
8045,AirForce_Delta_Storm,XB,2001,Shooter,Konami_Digital_Entertainment,0.14,0.04,0,0.01,0.18
8046,Trauma_Team,Wii,N/A,Simulation,Unknown,0.15,0,0.02,0.01,0.18
8047,Monopoly_Party,XB,2002,Misc,Infogrames,0.14,0.04,0,0.01,0.18
8048,Fear_Effect_2:_Retro_Helix,PS,2001,Action,Eidos_Interactive,0.1,0.07,0,0.01,0.18
8049,How_to_Train_Your_Dragon,PS3,2010,Action,Activision,0.12,0.04,0,0.02,0.18
8050,Remember_Me,X360,2013,Action,Capcom,0.1,0.07,0,0.02,0.18
8051,International_Superstar_Soccer_2000_(JP_weekly_sales),N64,1999,Sports,Konami_Digital_Entertainment,0,0,0.18,0,0.18
8052,Chocobo_no_Fushigi_Dungeon_for_WonderSwan,WS,1999,Role-Playing,Namco_Bandai_Games,0,0,0.18,0,0.18
8053,Klonoa:_Door_to_Phantomile,PS,1997,Platform,Sony_Computer_Entertainment,0,0,0.17,0.01,0.18
8054,Vietcong:_Purple_Haze,PS2,2004,Shooter,Gathering_of_Developers,0.09,0.07,0,0.02,0.18
8055,Hitman:_HD_Trilogy,X360,2013,Action,Square_Enix,0.07,0.09,0,0.02,0.18
8056,Atari_Anniversary_Advance,GBA,2002,Misc,Atari,0.13,0.05,0,0,0.18
8057,Summer_Athletics:_The_Ultimate_Challenge,PS2,2008,Sports,DTP_Entertainment,0,0,0,0.18,0.18
8058,Driver:_San_Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0,0.03,0.18
8059,Metal_Gear_Ac!d_2,PSP,2005,Strategy,Konami_Digital_Entertainment,0.11,0.01,0.05,0.01,0.18
8060,Hatsune_Miku_and_Future_Stars:_Project_Mirai,3DS,2012,Misc,Sega,0,0,0.18,0,0.18
8061,Let's_TAP,Wii,2008,Misc,Sega,0.09,0.06,0.01,0.02,0.18
8062,X-Men_Origins:_Wolverine,PS2,2009,Action,Activision,0.13,0,0,0.05,0.18
8063,TalkMan_(Japan),PSP,2005,Misc,Sony_Computer_Entertainment,0,0,0.18,0,0.18
8064,Cabela's_Adventure_Camp,Wii,2011,Misc,Activision,0.15,0.02,0,0.01,0.18
8065,LEGO_Marvel's_Avengers,3DS,2016,Action,Warner_Bros._Interactive_Entertainment,0.07,0.08,0.01,0.01,0.18
8066,Bloody_Roar:_Primal_Fury,GC,2002,Fighting,Activision,0.14,0.04,0,0,0.18
8067,Shrek_SuperSlam,DS,2005,Action,Activision,0.17,0,0,0.01,0.18
8068,We_Sing_UK_Hits,Wii,2011,Misc,Nordic_Games,0,0.16,0,0.02,0.18
8069,Mega_Man_Soccer,SNES,1993,Sports,Capcom,0.04,0.01,0.13,0,0.18
8070,The_Chronicles_of_Narnia:_Prince_Caspian,X360,2008,Action,Disney_Interactive_Studios,0.16,0.01,0,0.01,0.18
8071,ZhuZhu_Puppies,DS,2011,Simulation,Activision,0.13,0.04,0,0.01,0.18
8072,Rabbids_Party_Collection,Wii,2010,Misc,Ubisoft,0,0.16,0,0.02,0.18
8073,Trinity_Universe,PS3,2009,Role-Playing,Nippon_Ichi_Software,0.07,0.06,0.03,0.02,0.18
8074,Jewel_Match,DS,2010,Puzzle,PlayV,0.05,0.12,0,0.02,0.18
8075,FIFA_Soccer_07,GC,2006,Sports,Electronic_Arts,0.14,0.04,0,0,0.18
8076,Dungeon_Travelers_2:_The_Royal_Library_&_The_Monster_Seal,PSV,2014,Role-Playing,Atlus,0.07,0.03,0.05,0.03,0.18
8077,Dying_Light,PC,2015,Action,Warner_Bros._Interactive_Entertainment,0.11,0.06,0,0.02,0.18
8078,Vampire_Savior:_The_Lord_of_Vampire,SAT,1998,Fighting,Capcom,0,0,0.18,0,0.18
8079,Pokémon_I_Choose_You_/_Squirtle_Squad_Game_Boy_Advance_Video,GBA,2004,Misc,Nintendo,0.13,0.05,0,0,0.18
8080,Super_Robot_Taisen_UX,3DS,2013,Role-Playing,Namco_Bandai_Games,0,0,0.18,0,0.18
8081,Six_Flags_Fun_Park,DS,2008,Misc,Brash_Entertainment,0.17,0,0,0.01,0.18
8082,Test_Drive_Off-Road_Wide_Open,XB,2001,Racing,Infogrames,0.15,0.03,0,0.01,0.18
8083,Guilty_Gear_Xrd:_Sign,PS3,2014,Fighting,Arc_System_Works,0.09,0,0.07,0.02,0.18
8084,Pro_Yaky?_Spirits_2011,PS3,2011,Sports,Konami_Digital_Entertainment,0,0,0.18,0,0.18
8085,Ben_10_Ultimate_Alien:_Cosmic_Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0,0.02,0.18
8086,Dengeki_Bunko_Fighting_Climax,PSV,2014,Fighting,Sega,0.08,0,0.07,0.03,0.18
8087,Battle_Commander:_Hachibushu_Shura_no_Heihou,SNES,1991,Strategy,Banpresto,0,0,0.18,0,0.18
8088,Backbreaker,X360,N/A,Sports,Unknown,0.17,0,0,0.01,0.18
8089,Odin_Sphere:_Leifthrasir,PS4,2016,Role-Playing,Nippon_Ichi_Software,0.06,0.03,0.07,0.02,0.18
8090,Bad_Boys:_Miami_Takedown,XB,2004,Shooter,Empire_Interactive,0.14,0.04,0,0.01,0.18
8091,Jampack_Vol._1,PS,1996,Misc,Sony_Computer_Entertainment,0.1,0.07,0,0.01,0.18
8092,Spider-Man:_Friend_or_Foe,PSP,2007,Action,Activision,0.16,0,0,0.01,0.18
8093,Mega_Man_X:_Command_Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0,0.02,0.18
